#KeyFrame Sniffer Data File
0,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
31,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.00293255,-0.00293255,0.000977517,-0.000977517,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
62,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.00684262,-0.00684262,0.000977517,-0.000977517,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
94,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.0107527,-0.00879765,0.000977517,-0.000977517,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
125,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.0146628,-0.0127077,0.000977517,-0.000977517,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
156,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.0185728,-0.0146628,0.000977517,-0.000977517,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
187,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.0224829,-0.0185728,0.00293255,-0.00293255,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
219,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.026393,-0.0205279,0.00293255,-0.00293255,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
250,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.030303,-0.0244379,0.00293255,-0.00293255,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
281,0.000977517,0.786901,-0.769306,-0.632454,0.571848,0.00293255,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.000977517,0.0342131,-0.028348,0.00293255,-0.00293255,0.000977517,0.000977517,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,0.173021,-1,-1
